               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  29,            0.035774,            0.011143,                   0,             0.96776,             0.86599,             0.91462,             0.60922,            0.028237,           0.0046991,                   0,            0.004456,            0.004456,            0.004456
                  30,            0.035591,            0.011197,                   0,             0.96705,             0.84654,             0.89702,             0.58022,            0.030322,           0.0050402,                   0,            0.004258,            0.004258,            0.004258
                  31,            0.034742,            0.011018,                   0,             0.97666,             0.86223,             0.91001,             0.61067,            0.030355,           0.0047543,                   0,             0.00406,             0.00406,             0.00406
                  32,            0.034528,            0.010856,                   0,             0.97212,             0.86218,             0.92353,             0.60916,            0.028322,           0.0046859,                   0,            0.003862,            0.003862,            0.003862
                  33,            0.034347,            0.010845,                   0,             0.96276,             0.85223,             0.90796,             0.59929,            0.029066,           0.0050476,                   0,            0.003664,            0.003664,            0.003664
                  34,            0.033943,            0.010871,                   0,             0.96357,             0.86538,             0.92118,              0.6195,            0.028804,           0.0046751,                   0,            0.003466,            0.003466,            0.003466
                  35,            0.033427,            0.010569,                   0,             0.97671,             0.86417,             0.91927,             0.61703,             0.02819,            0.004729,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.033081,            0.010399,                   0,             0.97953,             0.85434,             0.91466,             0.61396,               0.029,           0.0049153,                   0,             0.00307,             0.00307,             0.00307
                  37,            0.033028,            0.010637,                   0,             0.97155,             0.86401,             0.92115,             0.62956,             0.02741,           0.0047121,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.032935,            0.010738,                   0,             0.98618,             0.88324,             0.92609,             0.64511,            0.027044,            0.004497,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.032353,            0.010565,                   0,             0.98636,             0.85714,             0.91997,             0.62028,            0.027492,           0.0048498,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.032297,            0.010361,                   0,             0.97484,             0.87363,             0.92731,             0.63073,            0.026653,            0.004605,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.031719,            0.010268,                   0,             0.98265,             0.86264,              0.9186,             0.63785,            0.026909,           0.0046875,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.031779,            0.010368,                   0,             0.98417,             0.85414,             0.91265,             0.63549,            0.026797,            0.004732,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.030916,              0.0101,                   0,             0.99364,             0.85889,             0.92564,             0.64345,            0.026293,           0.0046614,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.030984,            0.010264,                   0,             0.98272,             0.85914,             0.92538,             0.63771,            0.026236,           0.0046001,                   0,            0.001486,            0.001486,            0.001486
                  45,             0.03052,            0.010003,                   0,              0.9857,             0.85223,             0.91113,             0.62281,            0.027222,           0.0049412,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.030147,           0.0099586,                   0,             0.99025,             0.86676,             0.91817,             0.62987,            0.026778,           0.0048981,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.029708,           0.0098929,                   0,             0.97996,             0.87321,             0.92478,              0.6409,            0.026709,            0.004625,                   0,            0.000892,            0.000892,            0.000892
                  48,             0.02946,           0.0097097,                   0,             0.98212,             0.87088,             0.92561,             0.64232,            0.026684,           0.0046828,                   0,            0.000694,            0.000694,            0.000694
                  49,             0.02947,           0.0097034,                   0,             0.96947,             0.87243,             0.92433,             0.65242,            0.026679,             0.00462,                   0,            0.000496,            0.000496,            0.000496
