               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.094352,            0.019826,                   0,             0.17553,             0.26686,             0.12048,            0.042237,            0.069516,            0.012357,                   0,            0.070201,            0.003311,            0.003311
                   1,            0.062545,            0.019051,                   0,             0.32684,             0.47699,             0.24877,              0.1143,            0.056331,            0.010103,                   0,            0.040147,           0.0065895,           0.0065895
                   2,            0.055956,            0.016426,                   0,              0.5447,             0.51026,             0.44406,              0.2131,            0.052018,           0.0090546,                   0,            0.010037,            0.009813,            0.009813
                   3,            0.050585,            0.015176,                   0,              0.6466,             0.42229,             0.43924,             0.17031,            0.059771,           0.0089196,                   0,           0.0097525,           0.0097525,           0.0097525
                   4,            0.046387,            0.014534,                   0,             0.65744,             0.52905,             0.52148,             0.23604,            0.050232,           0.0087852,                   0,           0.0097525,           0.0097525,           0.0097525
                   5,            0.043647,            0.014256,                   0,             0.74304,              0.5132,             0.51107,             0.20752,             0.05854,           0.0092016,                   0,             0.00967,             0.00967,             0.00967
                   6,            0.041558,            0.013481,                   0,             0.65996,             0.62463,             0.58591,             0.29639,            0.046653,           0.0086129,                   0,           0.0095875,           0.0095875,           0.0095875
                   7,            0.040582,             0.01349,                   0,             0.72538,             0.58871,             0.60213,             0.30286,            0.050222,           0.0078561,                   0,            0.009505,            0.009505,            0.009505
                   8,            0.039663,            0.013402,                   0,             0.79293,             0.52199,              0.5795,             0.27864,            0.054023,           0.0080943,                   0,           0.0094225,           0.0094225,           0.0094225
                   9,            0.038586,            0.012823,                   0,             0.79517,             0.64516,             0.69034,             0.37358,            0.043989,           0.0080753,                   0,             0.00934,             0.00934,             0.00934
                  10,            0.037443,             0.01282,                   0,             0.80696,             0.62522,             0.69953,             0.34631,             0.04599,           0.0080347,                   0,           0.0092575,           0.0092575,           0.0092575
                  11,            0.036669,            0.012253,                   0,             0.77937,             0.60082,             0.65174,              0.3317,            0.047415,           0.0076447,                   0,            0.009175,            0.009175,            0.009175
                  12,             0.03616,            0.012591,                   0,             0.79709,             0.58065,             0.62783,             0.34982,            0.047081,           0.0082067,                   0,           0.0090925,           0.0090925,           0.0090925
                  13,            0.035492,            0.012109,                   0,             0.82726,              0.6039,             0.67551,             0.35179,            0.048799,           0.0076796,                   0,             0.00901,             0.00901,             0.00901
                  14,            0.035268,            0.011921,                   0,              0.8231,             0.59531,             0.67899,             0.34972,            0.048088,            0.007924,                   0,           0.0089275,           0.0089275,           0.0089275
