               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,            0.018874,           0.0065815,                   0,             0.99645,              0.9554,             0.97797,             0.83388,            0.014051,           0.0036368,                   0,            0.007096,            0.007096,            0.007096
                  46,            0.019167,           0.0069263,                   0,             0.99595,             0.95238,             0.97481,             0.84459,            0.013719,           0.0037763,                   0,             0.00703,             0.00703,             0.00703
                  47,            0.018121,           0.0067772,                   0,             0.99573,             0.95238,             0.97559,             0.81361,            0.014647,           0.0037268,                   0,            0.006964,            0.006964,            0.006964
                  48,            0.018627,            0.007277,                   0,             0.99179,             0.95578,             0.97706,             0.86077,            0.012463,           0.0036173,                   0,            0.006898,            0.006898,            0.006898
                  49,            0.017868,             0.00691,                   0,             0.99614,             0.95238,             0.97631,             0.84457,            0.013827,            0.003617,                   0,            0.006832,            0.006832,            0.006832
                  50,            0.017336,           0.0067132,                   0,             0.99644,             0.95234,             0.97753,             0.85682,             0.01269,           0.0034417,                   0,            0.006766,            0.006766,            0.006766
                  51,            0.017696,           0.0066231,                   0,             0.99645,             0.95567,               0.977,             0.85989,            0.012688,           0.0035531,                   0,              0.0067,              0.0067,              0.0067
                  52,             0.01667,           0.0067086,                   0,             0.99421,             0.96599,             0.97845,             0.84033,            0.013859,           0.0035747,                   0,            0.006634,            0.006634,            0.006634
                  53,            0.018307,           0.0065601,                   0,             0.99145,             0.95238,             0.97564,             0.85581,            0.012883,           0.0036648,                   0,            0.006568,            0.006568,            0.006568
                  54,            0.016883,            0.006486,                   0,             0.99162,             0.94898,             0.97711,             0.86454,             0.01299,           0.0034702,                   0,            0.006502,            0.006502,            0.006502
                  55,            0.016845,            0.006435,                   0,              0.9955,             0.95238,             0.97703,             0.86724,            0.012279,           0.0035081,                   0,            0.006436,            0.006436,            0.006436
                  56,            0.016892,           0.0065633,                   0,             0.99065,             0.94898,             0.97477,             0.85539,            0.012805,           0.0035523,                   0,             0.00637,             0.00637,             0.00637
                  57,            0.017522,           0.0066781,                   0,             0.99288,             0.94877,             0.97446,             0.86329,            0.012562,           0.0034604,                   0,            0.006304,            0.006304,            0.006304
                  58,            0.017485,           0.0068581,                   0,             0.98835,             0.95578,             0.97231,             0.84979,            0.013005,           0.0035037,                   0,            0.006238,            0.006238,            0.006238
                  59,            0.016613,           0.0061505,                   0,             0.99215,             0.95578,             0.97596,             0.85756,            0.012526,           0.0036055,                   0,            0.006172,            0.006172,            0.006172
                  60,             0.01671,           0.0064674,                   0,             0.99491,             0.95238,             0.97042,             0.84543,            0.013268,           0.0036586,                   0,            0.006106,            0.006106,            0.006106
                  61,            0.017031,           0.0069483,                   0,             0.99645,             0.95501,              0.9692,             0.83946,            0.013447,           0.0037133,                   0,             0.00604,             0.00604,             0.00604
                  62,            0.017231,            0.006852,                   0,             0.98818,             0.95238,             0.97027,             0.84119,            0.013372,           0.0034846,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.015912,           0.0066335,                   0,             0.99826,             0.94558,             0.97163,             0.85773,            0.012454,           0.0033986,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.016007,           0.0060884,                   0,             0.99296,             0.95889,              0.9727,             0.84903,            0.012715,           0.0035537,                   0,            0.005842,            0.005842,            0.005842
                  65,            0.016167,           0.0062204,                   0,             0.99587,             0.95238,             0.97684,             0.86551,            0.012236,           0.0033161,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.015494,           0.0060918,                   0,              0.9958,             0.95238,             0.97572,             0.86344,            0.011967,           0.0032945,                   0,             0.00571,             0.00571,             0.00571
                  67,            0.015447,           0.0060247,                   0,             0.99249,             0.95918,             0.97605,             0.87686,            0.011932,           0.0033271,                   0,            0.005644,            0.005644,            0.005644
                  68,             0.01568,           0.0063303,                   0,             0.99256,             0.95918,             0.97748,             0.86638,            0.012029,           0.0034352,                   0,            0.005578,            0.005578,            0.005578
                  69,            0.015693,           0.0060773,                   0,             0.98944,             0.95565,             0.97336,             0.86611,            0.012202,           0.0035356,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.015154,           0.0059352,                   0,              0.9872,             0.94898,             0.97622,             0.87504,            0.011598,           0.0034293,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.015276,           0.0060183,                   0,             0.99643,             0.95061,             0.97647,             0.87922,            0.011711,            0.003323,                   0,             0.00538,             0.00538,             0.00538
                  72,             0.01488,           0.0058811,                   0,             0.99583,             0.95238,             0.97727,             0.87007,            0.011703,           0.0034491,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.015154,           0.0060548,                   0,             0.99581,             0.95238,             0.97909,             0.88332,            0.011408,           0.0033603,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.014873,           0.0061062,                   0,             0.98251,             0.94558,             0.98007,             0.88259,            0.011433,           0.0034508,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.014909,           0.0061995,                   0,              0.9945,             0.94898,              0.9783,             0.88001,            0.011549,           0.0034532,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.014554,           0.0056369,                   0,             0.99286,             0.94607,             0.97832,             0.88842,            0.011514,            0.003386,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.015533,           0.0061288,                   0,             0.99588,             0.94558,             0.97754,             0.87585,            0.011376,            0.003474,                   0,            0.004984,            0.004984,            0.004984
                  78,            0.014442,           0.0060237,                   0,             0.99585,             0.94898,             0.97677,              0.8816,            0.010842,           0.0033359,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.014953,           0.0057054,                   0,             0.99293,             0.95482,             0.97928,             0.89288,            0.010667,           0.0031392,                   0,            0.004852,            0.004852,            0.004852
                  80,             0.01503,            0.005884,                   0,             0.98807,             0.95578,              0.9776,             0.88025,            0.011546,           0.0031686,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.014691,           0.0060134,                   0,             0.99273,             0.95578,             0.97899,             0.89541,            0.010861,           0.0032572,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.014553,           0.0060886,                   0,             0.99643,             0.94818,              0.9765,             0.89351,            0.010932,           0.0032602,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.014363,           0.0057911,                   0,             0.98971,             0.95238,             0.97883,             0.89386,            0.011143,           0.0031866,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.014379,           0.0057017,                   0,             0.99555,             0.95238,             0.97591,             0.88198,            0.010942,           0.0031492,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.014504,           0.0058657,                   0,             0.99484,             0.95238,             0.97776,             0.88485,             0.01085,           0.0033228,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.014406,           0.0059584,                   0,             0.99336,             0.95238,             0.97568,             0.88708,            0.010566,           0.0032115,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.013762,           0.0056066,                   0,             0.99542,             0.95238,             0.97615,             0.87563,            0.010984,           0.0031868,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.013667,           0.0054579,                   0,              0.9891,             0.95578,             0.97612,             0.89065,            0.010816,           0.0032937,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.013098,           0.0054384,                   0,             0.99293,             0.95563,             0.97638,             0.88747,            0.010887,           0.0032768,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.013746,           0.0056332,                   0,             0.99495,             0.94898,             0.97743,             0.88831,            0.010523,           0.0032066,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.013969,            0.005781,                   0,             0.98937,             0.94959,             0.97607,             0.89082,            0.010575,           0.0032908,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.013206,           0.0055134,                   0,             0.99135,             0.94898,             0.97418,              0.8961,            0.010557,           0.0032757,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.013147,           0.0055441,                   0,             0.99193,             0.95238,             0.97721,             0.89119,            0.010627,           0.0031465,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.013364,           0.0055414,                   0,             0.99209,             0.95578,             0.97733,             0.90448,            0.010469,           0.0031538,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.012487,           0.0054667,                   0,             0.99216,             0.95578,             0.97477,             0.89383,            0.010352,           0.0030911,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.013021,           0.0051876,                   0,             0.98963,             0.95238,              0.9745,             0.89232,            0.010416,           0.0032066,                   0,             0.00373,             0.00373,             0.00373
                  97,             0.01329,            0.005256,                   0,             0.99193,             0.95578,             0.97745,             0.89874,             0.01026,            0.003136,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.013093,           0.0055492,                   0,             0.99266,             0.95578,             0.97859,             0.90756,            0.010042,           0.0030513,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.012926,           0.0056053,                   0,             0.99231,             0.95578,             0.97597,             0.89492,            0.010245,           0.0030458,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.012559,           0.0052385,                   0,             0.99245,             0.95578,             0.97636,             0.89484,            0.010342,           0.0030791,                   0,            0.003466,            0.003466,            0.003466
                 101,             0.01262,           0.0051846,                   0,             0.98934,             0.95238,             0.97545,             0.89422,            0.010486,            0.003095,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.012821,           0.0054982,                   0,             0.98914,             0.95238,             0.97511,             0.90275,            0.010333,           0.0031848,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.012265,           0.0056613,                   0,             0.99513,             0.94898,             0.97625,             0.89777,            0.010168,           0.0029981,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.012208,           0.0052078,                   0,             0.99242,             0.95578,             0.97688,             0.90446,           0.0099026,            0.003013,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.011733,           0.0051651,                   0,             0.99207,             0.95578,             0.97753,             0.90726,           0.0098798,           0.0030379,                   0,            0.003136,            0.003136,            0.003136
                 106,             0.01167,           0.0052792,                   0,             0.99529,             0.95238,             0.97791,             0.90592,           0.0099806,           0.0031219,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.012399,           0.0052345,                   0,             0.99158,             0.95578,             0.97836,             0.90185,           0.0099375,           0.0029877,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.012368,           0.0050271,                   0,             0.99137,             0.95578,             0.97725,             0.90287,            0.010351,           0.0031296,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.012032,           0.0051553,                   0,             0.99175,             0.95578,              0.9762,             0.90402,            0.010042,           0.0031061,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.012094,           0.0052026,                   0,             0.99266,             0.95578,             0.97656,              0.9092,           0.0095136,           0.0030367,                   0,            0.002806,            0.002806,            0.002806
                 111,             0.01244,           0.0051639,                   0,             0.98591,             0.95184,              0.9744,             0.90716,            0.009634,           0.0031106,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.011716,           0.0051513,                   0,             0.98511,             0.95238,             0.97404,             0.90406,           0.0099763,            0.003118,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.011744,           0.0048274,                   0,             0.98939,             0.95196,             0.97727,             0.90009,           0.0098174,           0.0030758,                   0,            0.002608,            0.002608,            0.002608
                 114,             0.01199,           0.0051691,                   0,             0.99025,             0.95238,             0.97835,             0.90987,           0.0096956,           0.0029279,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.011641,           0.0054266,                   0,             0.99337,             0.95238,             0.97941,             0.91289,           0.0095276,           0.0028657,                   0,            0.002476,            0.002476,            0.002476
                 116,             0.01136,           0.0051728,                   0,             0.99359,             0.95238,             0.97881,             0.90909,           0.0093934,           0.0028884,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.011205,            0.005112,                   0,             0.99575,             0.95238,             0.97747,             0.91376,           0.0094685,            0.002953,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.011475,           0.0049097,                   0,             0.99533,             0.95238,             0.97768,             0.91163,           0.0092078,            0.002976,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.011313,           0.0049974,                   0,             0.99626,             0.95238,              0.9776,             0.91314,           0.0093101,           0.0029479,                   0,            0.002212,            0.002212,            0.002212
                 120,               0.012,           0.0050373,                   0,             0.98941,             0.95327,             0.97765,              0.9114,           0.0093043,           0.0028894,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.011138,           0.0051876,                   0,             0.98609,             0.94898,             0.97727,              0.9101,            0.009387,           0.0028618,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.012094,           0.0050149,                   0,             0.98937,             0.95001,             0.97693,             0.91217,           0.0092298,           0.0028544,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.011146,           0.0048074,                   0,             0.99292,             0.95398,              0.9782,             0.91525,           0.0093203,            0.002898,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.011098,            0.004844,                   0,             0.99262,             0.95578,             0.97801,             0.91595,           0.0092953,           0.0029497,                   0,            0.001882,            0.001882,            0.001882
                 125,             0.01103,           0.0048693,                   0,             0.98995,             0.94898,              0.9779,             0.91476,           0.0094866,           0.0029662,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.010955,           0.0047843,                   0,             0.98556,             0.94558,             0.97838,             0.91713,           0.0093653,           0.0029564,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.011146,           0.0048467,                   0,             0.97816,             0.95578,               0.978,             0.91812,            0.009125,           0.0029455,                   0,            0.001684,            0.001684,            0.001684
                 128,            0.011338,           0.0049472,                   0,             0.98267,             0.94898,             0.97715,             0.91576,           0.0091423,           0.0029458,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.010634,           0.0049431,                   0,             0.97792,             0.95578,             0.97713,             0.91491,            0.009181,           0.0028884,                   0,            0.001552,            0.001552,            0.001552
                 130,             0.01075,           0.0047218,                   0,             0.98584,             0.94744,             0.97939,              0.9197,           0.0088552,           0.0028753,                   0,            0.001486,            0.001486,            0.001486
                 131,             0.01074,           0.0049168,                   0,             0.98551,             0.94898,             0.97801,             0.91834,            0.008992,           0.0028394,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.011011,           0.0044643,                   0,             0.98858,             0.95238,             0.97857,             0.91611,           0.0091204,           0.0028588,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.010415,           0.0047991,                   0,              0.9881,             0.94898,             0.97841,             0.91588,           0.0089928,           0.0029085,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.010675,           0.0049945,                   0,             0.98686,             0.94898,             0.97692,               0.918,           0.0090986,           0.0029271,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.010603,           0.0049433,                   0,             0.98372,             0.94898,             0.97805,             0.91908,            0.009005,           0.0029126,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.010324,           0.0042617,                   0,             0.98552,             0.94898,             0.97763,              0.9149,           0.0090332,           0.0029681,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.010209,           0.0047722,                   0,             0.98885,             0.95238,             0.97846,             0.91521,           0.0090071,           0.0029934,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.010437,            0.004586,                   0,             0.98758,             0.95238,             0.97808,             0.91587,           0.0088762,           0.0030011,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.010094,           0.0045826,                   0,             0.99092,             0.95238,             0.97827,               0.919,           0.0087912,           0.0029244,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.010206,           0.0046492,                   0,             0.99293,             0.95494,             0.97724,             0.91876,           0.0087983,           0.0028895,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.010604,           0.0048289,                   0,             0.99292,             0.95419,             0.97737,             0.92105,           0.0087401,           0.0028399,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.010575,           0.0046641,                   0,             0.99028,             0.95578,             0.97742,             0.91835,            0.008696,           0.0028583,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.010451,           0.0046512,                   0,              0.9894,             0.95252,             0.97881,             0.91753,           0.0086551,           0.0028778,                   0,            0.000628,            0.000628,            0.000628
                 144,             0.01026,           0.0046992,                   0,             0.98983,             0.94898,             0.97861,             0.91702,           0.0086801,            0.002875,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.010357,           0.0045135,                   0,             0.98674,             0.95578,             0.97857,             0.91883,           0.0087209,           0.0028913,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.010235,           0.0046823,                   0,             0.98564,             0.95578,             0.97734,             0.91889,           0.0087451,           0.0028703,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.010007,           0.0047306,                   0,             0.98491,             0.95578,             0.97756,             0.92034,           0.0086921,           0.0028419,                   0,            0.000364,            0.000364,            0.000364
                 148,           0.0099516,           0.0046604,                   0,             0.98942,              0.9543,              0.9789,             0.92275,           0.0086732,           0.0028127,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.010571,           0.0048619,                   0,             0.98941,             0.95334,             0.97774,             0.92135,           0.0086824,           0.0027943,                   0,            0.000232,            0.000232,            0.000232
