               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.032305,            0.011129,                   0,             0.67036,             0.59725,             0.57722,             0.29247,            0.049015,           0.0077019,                   0,            0.007558,            0.007558,            0.007558
                  39,            0.031973,            0.011441,                   0,              0.6637,             0.57659,             0.51596,             0.25391,            0.050322,           0.0077167,                   0,            0.007492,            0.007492,            0.007492
                  40,             0.03199,            0.011465,                   0,             0.69746,             0.61107,             0.58257,             0.28201,            0.047622,           0.0079306,                   0,            0.007426,            0.007426,            0.007426
                  41,            0.031355,            0.011362,                   0,              0.6524,             0.57831,             0.54083,             0.27651,            0.050294,           0.0083941,                   0,             0.00736,             0.00736,             0.00736
                  42,            0.031194,            0.011244,                   0,             0.70748,             0.57029,             0.57843,             0.28471,            0.048035,           0.0082141,                   0,            0.007294,            0.007294,            0.007294
                  43,            0.031191,            0.011099,                   0,             0.69279,             0.59384,             0.56145,             0.26678,            0.048506,           0.0081121,                   0,            0.007228,            0.007228,            0.007228
                  44,            0.030696,            0.010971,                   0,             0.67039,             0.61262,             0.56863,             0.28099,            0.049638,           0.0079984,                   0,            0.007162,            0.007162,            0.007162
                  45,            0.030627,            0.010913,                   0,              0.6931,             0.60757,             0.57222,             0.28491,            0.049093,           0.0076809,                   0,            0.007096,            0.007096,            0.007096
                  46,            0.030514,            0.010947,                   0,             0.71013,             0.59036,             0.57356,             0.28961,            0.048016,           0.0081109,                   0,             0.00703,             0.00703,             0.00703
                  47,             0.03032,            0.010947,                   0,             0.66991,             0.61274,             0.55664,             0.27609,            0.048121,            0.008198,                   0,            0.006964,            0.006964,            0.006964
                  48,            0.030335,            0.010796,                   0,             0.65907,             0.61102,             0.56555,             0.29004,            0.047872,           0.0079685,                   0,            0.006898,            0.006898,            0.006898
                  49,            0.030012,            0.010771,                   0,             0.66143,              0.6179,             0.58369,             0.30163,            0.047068,            0.008287,                   0,            0.006832,            0.006832,            0.006832
                  50,             0.02953,            0.010788,                   0,             0.71643,             0.61446,             0.60301,              0.2971,            0.046485,           0.0079816,                   0,            0.006766,            0.006766,            0.006766
                  51,            0.029835,            0.010917,                   0,             0.69734,             0.57502,             0.57588,             0.28784,            0.048109,           0.0081159,                   0,              0.0067,              0.0067,              0.0067
                  52,            0.029743,            0.010811,                   0,             0.65589,             0.59379,             0.57225,             0.29106,            0.048588,           0.0081095,                   0,            0.006634,            0.006634,            0.006634
                  53,             0.02921,            0.010441,                   0,             0.67899,             0.62478,             0.58286,             0.28568,            0.046799,           0.0083076,                   0,            0.006568,            0.006568,            0.006568
                  54,            0.029603,            0.010671,                   0,             0.70556,             0.63105,             0.60659,             0.30149,            0.047077,           0.0083298,                   0,            0.006502,            0.006502,            0.006502
                  55,            0.029222,            0.010562,                   0,             0.69487,             0.61618,             0.59922,             0.29889,            0.047534,            0.008143,                   0,            0.006436,            0.006436,            0.006436
                  56,            0.028859,            0.010911,                   0,             0.70734,             0.58692,             0.56229,             0.27976,             0.04949,           0.0078546,                   0,             0.00637,             0.00637,             0.00637
                  57,            0.028647,             0.01055,                   0,             0.68651,             0.56627,             0.57524,             0.28672,            0.048877,           0.0082011,                   0,            0.006304,            0.006304,            0.006304
                  58,            0.028251,            0.010692,                   0,              0.6758,             0.60069,             0.56227,             0.28196,            0.049518,           0.0082487,                   0,            0.006238,            0.006238,            0.006238
                  59,            0.028362,            0.010518,                   0,             0.67636,             0.59208,             0.58144,             0.29437,            0.047962,            0.008422,                   0,            0.006172,            0.006172,            0.006172
                  60,            0.028446,            0.010565,                   0,             0.69853,             0.62134,             0.59316,             0.30373,            0.046081,           0.0082293,                   0,            0.006106,            0.006106,            0.006106
                  61,            0.028226,            0.010469,                   0,             0.67656,             0.57964,             0.53734,              0.2734,            0.049276,            0.008351,                   0,             0.00604,             0.00604,             0.00604
                  62,            0.028197,            0.010176,                   0,             0.65543,             0.58176,               0.561,             0.28345,            0.048321,           0.0085434,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.027818,            0.010473,                   0,             0.69393,             0.56454,             0.54515,             0.27506,            0.049031,           0.0086466,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.027619,            0.010333,                   0,             0.67083,             0.59897,             0.55601,             0.28479,            0.048761,           0.0083444,                   0,            0.005842,            0.005842,            0.005842
                  65,            0.027746,             0.01006,                   0,             0.69292,             0.62134,             0.56964,             0.29329,            0.048115,           0.0084452,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.027438,            0.010227,                   0,             0.68432,             0.60443,             0.56762,             0.28938,            0.047572,           0.0084513,                   0,             0.00571,             0.00571,             0.00571
                  67,            0.027206,              0.0101,                   0,             0.64765,             0.62009,             0.57085,             0.29049,            0.049824,            0.008624,                   0,            0.005644,            0.005644,            0.005644
                  68,            0.027044,            0.010052,                   0,             0.69035,             0.57174,             0.56942,             0.29433,            0.050463,           0.0086093,                   0,            0.005578,            0.005578,            0.005578
                  69,            0.027105,            0.010086,                   0,             0.65868,             0.60413,             0.55547,             0.27821,            0.049726,           0.0084331,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.027271,            0.010002,                   0,             0.66456,             0.57831,             0.56439,             0.30183,            0.049616,            0.008313,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.026844,           0.0099701,                   0,             0.66947,             0.61007,              0.5526,             0.27983,            0.048509,           0.0086804,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.026478,            0.010015,                   0,             0.68618,             0.59838,             0.57243,             0.29138,            0.047795,           0.0086535,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.026651,           0.0099891,                   0,             0.65752,             0.60141,             0.57415,             0.29894,            0.048236,           0.0085102,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.026534,           0.0097345,                   0,             0.68382,             0.61102,             0.57538,             0.29273,            0.048491,           0.0084342,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.026532,           0.0098355,                   0,             0.66823,             0.59628,             0.57347,             0.28992,            0.050146,           0.0083912,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.026171,           0.0098851,                   0,             0.66354,             0.58003,             0.57272,             0.28901,            0.050451,           0.0082751,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.025817,           0.0094596,                   0,             0.67849,             0.61274,             0.55961,             0.27931,             0.04948,           0.0085701,                   0,            0.004984,            0.004984,            0.004984
                  78,            0.026104,           0.0096091,                   0,             0.67302,             0.59552,             0.55378,             0.29186,            0.048349,           0.0084715,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.025728,           0.0097895,                   0,             0.66748,             0.58692,             0.56376,             0.29595,            0.048496,           0.0084647,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.025533,           0.0096129,                   0,             0.67235,              0.5852,             0.54718,             0.28172,            0.049832,           0.0090066,                   0,            0.004786,            0.004786,            0.004786
