               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.031477,            0.012162,                   0,              0.8731,             0.86057,             0.92362,              0.6397,            0.024392,           0.0048886,                   0,           0.0071538,           0.0071538,           0.0071538
                  25,            0.031487,            0.012068,                   0,             0.89358,             0.86514,             0.91915,             0.64758,            0.024192,           0.0048453,                   0,             0.00703,             0.00703,             0.00703
                  26,             0.03172,            0.012056,                   0,              0.8776,             0.85029,             0.91468,             0.63906,            0.024665,           0.0049607,                   0,           0.0069063,           0.0069063,           0.0069063
                  27,            0.030818,            0.012117,                   0,             0.88924,             0.85335,             0.92239,             0.64785,            0.024002,           0.0048497,                   0,           0.0067825,           0.0067825,           0.0067825
                  28,            0.030889,            0.012008,                   0,             0.86638,             0.87443,             0.92079,             0.64983,            0.023516,           0.0048533,                   0,           0.0066587,           0.0066587,           0.0066587
                  29,            0.030584,            0.011909,                   0,             0.90753,             0.86286,             0.93013,             0.66095,            0.023318,           0.0047612,                   0,            0.006535,            0.006535,            0.006535
                  30,            0.030638,             0.01179,                   0,             0.89271,                0.88,             0.93382,             0.65369,            0.023269,           0.0047342,                   0,           0.0064112,           0.0064112,           0.0064112
                  31,             0.03031,            0.011922,                   0,             0.86937,             0.88228,             0.92839,             0.65792,            0.023325,           0.0047137,                   0,           0.0062875,           0.0062875,           0.0062875
                  32,            0.030291,            0.011685,                   0,             0.89385,             0.87576,             0.93421,             0.66501,            0.023075,           0.0046479,                   0,           0.0061637,           0.0061637,           0.0061637
                  33,            0.030013,            0.011728,                   0,             0.89933,             0.89143,             0.93865,              0.6646,            0.023333,           0.0046793,                   0,             0.00604,             0.00604,             0.00604
                  34,            0.029569,            0.011571,                   0,             0.91132,             0.87543,             0.93652,              0.6751,            0.022631,           0.0045864,                   0,           0.0059163,           0.0059163,           0.0059163
                  35,            0.029429,             0.01159,                   0,             0.89556,             0.87543,             0.93459,             0.67388,            0.022813,           0.0046374,                   0,           0.0057925,           0.0057925,           0.0057925
                  36,            0.029635,            0.011517,                   0,             0.90416,               0.888,             0.94286,             0.67114,            0.022601,           0.0044976,                   0,           0.0056688,           0.0056688,           0.0056688
                  37,            0.029382,            0.011413,                   0,             0.91304,             0.87594,             0.94317,             0.67803,              0.0227,           0.0045651,                   0,            0.005545,            0.005545,            0.005545
                  38,            0.028999,            0.011447,                   0,             0.91499,             0.88686,              0.9425,             0.67817,            0.022405,           0.0045778,                   0,           0.0054212,           0.0054212,           0.0054212
                  39,            0.028921,            0.011298,                   0,             0.92515,             0.87543,             0.93925,              0.6804,            0.022392,           0.0045726,                   0,           0.0052975,           0.0052975,           0.0052975
                  40,            0.028918,            0.011447,                   0,             0.89524,             0.88875,             0.93785,             0.68131,            0.022124,           0.0044852,                   0,           0.0051737,           0.0051737,           0.0051737
                  41,            0.028555,            0.011219,                   0,              0.9128,             0.87657,             0.94228,             0.68417,            0.021807,            0.004485,                   0,             0.00505,             0.00505,             0.00505
                  42,            0.028586,            0.011165,                   0,             0.90418,             0.88435,             0.93771,             0.69021,            0.021583,           0.0044995,                   0,           0.0049263,           0.0049263,           0.0049263
                  43,            0.028388,             0.01114,                   0,             0.90674,             0.89143,              0.9374,             0.68972,            0.021609,           0.0044954,                   0,           0.0048025,           0.0048025,           0.0048025
                  44,             0.02843,             0.01101,                   0,             0.90968,               0.896,             0.94418,             0.69347,            0.021818,            0.004431,                   0,           0.0046788,           0.0046788,           0.0046788
                  45,            0.027891,            0.010974,                   0,             0.91878,             0.87543,             0.94252,             0.69543,            0.021372,           0.0044908,                   0,            0.004555,            0.004555,            0.004555
                  46,            0.027854,            0.010895,                   0,             0.92065,             0.87516,             0.94001,             0.69404,            0.021039,           0.0044297,                   0,           0.0044313,           0.0044313,           0.0044313
                  47,            0.027607,            0.011082,                   0,             0.90017,             0.88627,               0.936,             0.69049,            0.021637,           0.0044606,                   0,           0.0043075,           0.0043075,           0.0043075
                  48,            0.027662,            0.010956,                   0,             0.90336,             0.88914,             0.94394,             0.69671,             0.02108,           0.0044428,                   0,           0.0041837,           0.0041837,           0.0041837
                  49,            0.027396,            0.010949,                   0,             0.88153,             0.89294,             0.93782,             0.69719,            0.021057,           0.0044535,                   0,             0.00406,             0.00406,             0.00406
                  50,            0.027163,            0.010898,                   0,             0.89976,                0.88,             0.93974,             0.69585,            0.020983,            0.004372,                   0,           0.0039362,           0.0039362,           0.0039362
                  51,            0.027199,            0.010857,                   0,             0.90255,             0.89143,             0.94251,              0.6962,            0.021076,           0.0043843,                   0,           0.0038125,           0.0038125,           0.0038125
                  52,            0.026804,            0.010652,                   0,             0.91423,             0.87711,             0.94351,             0.69951,            0.020992,           0.0043527,                   0,           0.0036888,           0.0036888,           0.0036888
                  53,            0.026793,            0.010622,                   0,              0.8994,               0.904,               0.948,              0.7038,            0.020974,           0.0043773,                   0,            0.003565,            0.003565,            0.003565
                  54,            0.026364,            0.010786,                   0,             0.91093,               0.896,             0.94423,             0.70874,            0.020599,           0.0044249,                   0,           0.0034413,           0.0034413,           0.0034413
                  55,            0.026048,            0.010507,                   0,             0.91904,             0.88221,             0.94577,             0.71492,            0.020365,           0.0043267,                   0,           0.0033175,           0.0033175,           0.0033175
                  56,            0.026049,             0.01054,                   0,             0.91366,                0.88,              0.9434,             0.70987,            0.020437,           0.0043709,                   0,           0.0031938,           0.0031938,           0.0031938
                  57,            0.026041,            0.010437,                   0,             0.92538,             0.87886,              0.9433,             0.71157,            0.020313,           0.0043326,                   0,             0.00307,             0.00307,             0.00307
                  58,            0.025819,            0.010409,                   0,             0.91931,             0.87238,             0.94422,             0.71544,            0.020276,           0.0042813,                   0,           0.0029462,           0.0029462,           0.0029462
                  59,             0.02579,            0.010433,                   0,             0.89554,             0.89162,             0.94583,             0.71519,            0.020056,           0.0043011,                   0,           0.0028225,           0.0028225,           0.0028225
                  60,            0.025592,            0.010392,                   0,             0.91006,             0.88571,             0.94397,             0.71728,            0.020017,           0.0043276,                   0,           0.0026987,           0.0026987,           0.0026987
                  61,            0.025521,            0.010376,                   0,             0.91992,             0.87957,             0.94481,             0.71489,            0.020314,           0.0043375,                   0,            0.002575,            0.002575,            0.002575
                  62,            0.025262,            0.010347,                   0,             0.91778,             0.87657,             0.94249,             0.72291,            0.019923,           0.0043033,                   0,           0.0024513,           0.0024513,           0.0024513
                  63,            0.025042,            0.010192,                   0,             0.90562,             0.90057,             0.94903,             0.72381,             0.01994,           0.0042751,                   0,           0.0023275,           0.0023275,           0.0023275
                  64,            0.024832,            0.010273,                   0,             0.92073,             0.87543,             0.94531,             0.72077,            0.019781,           0.0042797,                   0,           0.0022038,           0.0022038,           0.0022038
                  65,            0.024499,           0.0099325,                   0,             0.91651,             0.87823,             0.94471,             0.72083,            0.019791,           0.0042944,                   0,             0.00208,             0.00208,             0.00208
                  66,             0.02467,           0.0099812,                   0,             0.90031,             0.88763,             0.94343,              0.7222,            0.019715,           0.0042748,                   0,           0.0019563,           0.0019563,           0.0019563
                  67,            0.024166,           0.0099921,                   0,             0.89969,              0.8918,             0.94047,             0.72162,             0.01982,           0.0042787,                   0,           0.0018325,           0.0018325,           0.0018325
                  68,            0.023992,            0.010112,                   0,             0.90034,             0.89823,             0.94075,             0.72438,            0.019917,           0.0042567,                   0,           0.0017087,           0.0017087,           0.0017087
                  69,            0.024056,           0.0099777,                   0,             0.90642,             0.88571,             0.94254,             0.72715,            0.019872,            0.004256,                   0,            0.001585,            0.001585,            0.001585
                  70,            0.023755,            0.009827,                   0,             0.91569,             0.88133,             0.94171,             0.72678,            0.019887,           0.0042401,                   0,           0.0014612,           0.0014612,           0.0014612
                  71,            0.023668,           0.0096726,                   0,             0.91268,             0.88229,             0.94596,             0.72959,            0.019783,           0.0042398,                   0,           0.0013375,           0.0013375,           0.0013375
                  72,            0.023525,           0.0098937,                   0,             0.90931,             0.89029,             0.94459,              0.7301,            0.019742,           0.0042416,                   0,           0.0012138,           0.0012138,           0.0012138
                  73,            0.023294,           0.0097556,                   0,             0.91555,             0.88686,             0.94356,             0.73208,            0.019661,            0.004233,                   0,             0.00109,             0.00109,             0.00109
                  74,            0.023338,           0.0097236,                   0,             0.91843,             0.88229,             0.94278,             0.73226,            0.019583,           0.0042158,                   0,          0.00096625,          0.00096625,          0.00096625
                  75,            0.023138,           0.0096033,                   0,             0.90167,             0.89074,             0.94089,             0.72988,            0.019575,           0.0042186,                   0,           0.0008425,           0.0008425,           0.0008425
                  76,            0.022775,           0.0096883,                   0,             0.89745,             0.89029,             0.94258,             0.73073,            0.019577,           0.0042129,                   0,          0.00071875,          0.00071875,          0.00071875
                  77,            0.022554,           0.0094381,                   0,             0.91374,             0.87162,             0.94234,             0.73038,            0.019638,           0.0042137,                   0,            0.000595,            0.000595,            0.000595
                  78,            0.022665,           0.0094129,                   0,             0.91447,               0.872,             0.94138,             0.73131,            0.019616,           0.0042219,                   0,          0.00047125,          0.00047125,          0.00047125
                  79,            0.022481,           0.0094858,                   0,             0.91945,             0.86971,             0.94095,             0.73243,            0.019604,           0.0042203,                   0,           0.0003475,           0.0003475,           0.0003475
